PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Phase,Transported Prediction,Probability - Yes,Probability - No,Deck,Num,Side,Cabin_Category,Model Accuracy
0647_02,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Anack Deeke,1.0,Existing Data,True,0.97722113,0.022778869,F,115.0,S,Cabin Category A,0.8831243529276429
0647_03,Mars,False,TRAPPIST-1e,33.0,False,105.0,0.0,1087.0,0.0,0.0,Oareel Deeke,0.0,Existing Data,False,0.22422905,0.77577096,F,115.0,S,Cabin Category A,0.8831243529276429
0650_01,Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Eulah Hammonton,1.0,Existing Data,True,0.65181446,0.34818554,G,95.0,S,Cabin Category A,0.8831243529276429
0653_01,Mars,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Rionk Paska,1.0,Existing Data,True,0.58188254,0.41811746,E,45.0,S,Cabin Category A,0.8831243529276429
0655_01,Mars,False,TRAPPIST-1e,37.0,False,237.0,2.0,708.0,0.0,0.0,Phios Cure,1.0,Existing Data,False,0.35108066,0.64891934,E,39.0,P,Cabin Category A,0.8831243529276429
0656_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,768.0,3.0,Nicey Gordond,0.0,Existing Data,False,0.04250065,0.9574993,G,101.0,P,Cabin Category A,0.8831243529276429
0657_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,863.0,0.0,17.0,0.0,,1.0,Existing Data,True,0.7156337,0.2843663,F,117.0,S,Cabin Category A,0.8831243529276429
0657_02,Earth,False,TRAPPIST-1e,38.0,False,0.0,8.0,736.0,140.0,0.0,Glenna Cardner,0.0,Existing Data,False,0.22411686,0.77588314,G,97.0,S,Cabin Category A,0.8831243529276429
0658_01,Earth,False,PSO J318.5-22,21.0,False,0.0,576.0,1.0,20.0,0.0,Ernice Jarvey,0.0,Existing Data,False,0.17547175,0.8245282,F,118.0,S,Cabin Category A,0.8831243529276429
0659_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Stal Andackson,1.0,Existing Data,True,0.5507581,0.44924188,G,98.0,S,Cabin Category A,0.8831243529276429
0660_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Leonyl Saley,0.0,Existing Data,False,0.43464425,0.5653558,G,99.0,S,Cabin Category A,0.8831243529276429
0661_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,2506.0,0.0,1360.0,722.0,Misadr Ticagent,0.0,Existing Data,False,0.0553382,0.9446618,C,23.0,P,Cabin Category A,0.8831243529276429
0663_01,Earth,False,TRAPPIST-1e,44.0,False,86.0,525.0,16.0,49.0,39.0,Jeroy Buckentry,1.0,Existing Data,False,0.43295464,0.56704533,F,140.0,P,Cabin Category A,0.8831243529276429
0664_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,4507.0,5689.0,Jabba Cylistrand,0.0,Existing Data,False,0.00089123455,0.9991088,E,46.0,S,Cabin Category A,0.8831243529276429
0665_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,7104.0,0.0,0.0,Cineys Winie,1.0,Existing Data,True,0.8647171,0.13528287,F,141.0,P,Cabin Category A,0.8831243529276429
0665_02,Mars,False,TRAPPIST-1e,15.0,False,1264.0,0.0,2.0,23.0,0.0,Lix Winie,0.0,Existing Data,False,0.07060577,0.92939425,F,141.0,P,Cabin Category A,0.8831243529276429
0668_01,Earth,False,TRAPPIST-1e,45.0,False,0.0,25.0,87.0,989.0,482.0,Rician Torrez,0.0,Existing Data,False,0.10182291,0.8981771,F,142.0,P,Cabin Category A,0.8831243529276429
0669_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,530.0,2.0,9.0,403.0,Elanie Hardson,0.0,Existing Data,False,0.057006277,0.9429937,F,143.0,P,Cabin Category A,0.8831243529276429
0671_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,Veroy Santry,1.0,Existing Data,False,0.4593315,0.5406685,G,102.0,P,Cabin Category A,0.8831243529276429
0672_01,Earth,False,TRAPPIST-1e,25.0,False,1.0,0.0,38.0,7.0,740.0,Josey Carreralend,0.0,Existing Data,False,0.05737389,0.9426261,G,103.0,P,Cabin Category A,0.8831243529276429
0674_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,Grette Dillips,0.0,Existing Data,False,0.46262872,0.5373713,G,101.0,S,Cabin Category A,0.8831243529276429
0677_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Lorian Josey,0.0,Existing Data,False,0.41282398,0.587176,G,102.0,S,Cabin Category A,0.8831243529276429
0678_01,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Bettie Moodman,0.0,Existing Data,False,0.45334157,0.5466584,G,103.0,S,Cabin Category A,0.8831243529276429
0679_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,215.0,0.0,541.0,0.0,Vana Nichoan,0.0,Existing Data,False,0.09225265,0.9077473,G,104.0,S,Cabin Category A,0.8831243529276429
0680_01,Earth,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Garyan Garnes,0.0,Existing Data,False,0.4372305,0.56276953,G,105.0,P,Cabin Category A,0.8831243529276429
0680_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Annard Garnes,0.0,Existing Data,False,0.21624756,0.78375244,G,105.0,P,Cabin Category A,0.8831243529276429
0680_03,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Joandy Camerrison,0.0,Existing Data,False,0.21624756,0.78375244,G,105.0,P,Cabin Category A,0.8831243529276429
0682_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Grany Cla,1.0,Existing Data,True,0.9722367,0.027763307,F,121.0,S,Cabin Category A,0.8831243529276429
0683_01,Mars,False,TRAPPIST-1e,30.0,False,269.0,96.0,252.0,0.0,0.0,Wheals Parté,0.0,Existing Data,False,0.30959442,0.6904056,F,144.0,P,Cabin Category A,0.8831243529276429
0684_01,Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sug Conie,1.0,Existing Data,True,0.65664274,0.34335726,F,145.0,P,Cabin Category A,0.8831243529276429
0684_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Trohs Conie,1.0,Existing Data,True,0.9690833,0.03091669,F,145.0,P,Cabin Category A,0.8831243529276429
0684_03,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Jack Conie,1.0,Existing Data,True,0.98337483,0.016625166,F,145.0,P,Cabin Category A,0.8831243529276429
0685_01,Earth,False,TRAPPIST-1e,41.0,False,1.0,922.0,4.0,55.0,15.0,Arl Lerez,0.0,Existing Data,False,0.2613596,0.7386404,E,41.0,P,Cabin Category A,0.8831243529276429
0686_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Permit Bert,1.0,Existing Data,True,0.9837599,0.01624012,F,146.0,P,Cabin Category A,0.8831243529276429
0686_02,Mars,False,TRAPPIST-1e,29.0,True,3887.0,0.0,0.0,12.0,0.0,Cheat Bert,0.0,Existing Data,False,0.008888414,0.9911116,D,30.0,P,Cabin Category A,0.8831243529276429
0687_01,Mars,False,TRAPPIST-1e,19.0,False,3097.0,0.0,9.0,0.0,213.0,Lix Concy,0.0,Existing Data,False,0.023749772,0.97625023,D,23.0,S,Cabin Category A,0.8831243529276429
0688_01,Mars,False,TRAPPIST-1e,34.0,False,1973.0,0.0,97.0,41.0,3.0,Goos Erpie,0.0,Existing Data,False,0.046804637,0.95319533,E,48.0,S,Cabin Category A,0.8831243529276429
0689_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Chard Motive,1.0,Existing Data,True,0.9764197,0.023580313,B,25.0,S,Cabin Category A,0.8831243529276429
0690_01,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Yapich Start,1.0,Existing Data,True,0.97318584,0.026814163,F,122.0,S,Cabin Category A,0.8831243529276429
0691_01,Mars,False,TRAPPIST-1e,19.0,False,164.0,0.0,783.0,0.0,0.0,Bubbix Potte,0.0,Existing Data,False,0.49220878,0.5077912,E,49.0,S,Cabin Category A,0.8831243529276429
0691_02,Mars,False,TRAPPIST-1e,21.0,False,505.0,0.0,1952.0,0.0,0.0,Fis Potte,0.0,Existing Data,False,0.40122858,0.59877145,F,123.0,S,Cabin Category A,0.8831243529276429
0691_03,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Moss Potte,1.0,Existing Data,True,0.7105403,0.2894597,E,49.0,S,Cabin Category A,0.8831243529276429
0693_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Mothab Dedometeel,1.0,Existing Data,True,0.9872016,0.012798429,F,431.0,S,Cabin Category A,0.8831243529276429
0693_02,Europa,False,TRAPPIST-1e,34.0,False,0.0,3488.0,0.0,4343.0,38.0,Tetraix Dedometeel,0.0,Existing Data,False,0.030393394,0.9696066,C,27.0,S,Cabin Category A,0.8831243529276429
0696_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,581.0,226.0,74.0,0.0,Stany Haydenzier,1.0,Existing Data,False,0.42480358,0.5751964,G,107.0,S,Cabin Category A,0.8831243529276429
0697_01,Earth,False,55 Cancri e,24.0,False,21.0,0.0,689.0,12.0,0.0,Dixiel Buchansen,1.0,Existing Data,True,0.78289235,0.21710765,F,147.0,P,Cabin Category A,0.8831243529276429
0699_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Roswal Sha,1.0,Existing Data,True,0.97615814,0.023841858,F,126.0,S,Cabin Category A,0.8831243529276429
0699_02,Mars,False,55 Cancri e,24.0,False,2698.0,0.0,301.0,8.0,5.0,Flyros Rhuba,0.0,Existing Data,False,0.033808783,0.96619123,D,24.0,S,Cabin Category A,0.8831243529276429
0701_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Menkibi Voliat,1.0,Existing Data,True,0.9706604,0.029339612,D,25.0,S,Cabin Category A,0.8831243529276429
0702_01,Earth,False,TRAPPIST-1e,24.0,False,121.0,237.0,4.0,387.0,54.0,Briane Sellahaney,0.0,Existing Data,False,0.1433913,0.8566087,F,127.0,S,Cabin Category A,0.8831243529276429
0703_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Brank Estein,1.0,Existing Data,False,0.48510867,0.5148913,G,108.0,S,Cabin Category A,0.8831243529276429
0704_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Adanne Wartyson,1.0,Existing Data,True,0.5235791,0.47642088,G,107.0,P,Cabin Category A,0.8831243529276429
0705_01,Earth,False,55 Cancri e,43.0,False,0.0,0.0,722.0,0.0,0.0,Denny Mccarveymon,1.0,Existing Data,True,0.8133435,0.18665648,F,149.0,P,Cabin Category A,0.8831243529276429
0707_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Haydenzier,1.0,Existing Data,True,0.55376375,0.44623625,G,109.0,S,Cabin Category A,0.8831243529276429
0709_01,Europa,False,55 Cancri e,25.0,False,0.0,4949.0,0.0,452.0,15.0,Astorux Missefle,1.0,Existing Data,True,0.9352749,0.0647251,A,7.0,S,Cabin Category A,0.8831243529276429
0709_02,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Thaban Missefle,1.0,Existing Data,True,0.95074546,0.049254537,A,7.0,S,Cabin Category A,0.8831243529276429
0709_03,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Props Missefle,1.0,Existing Data,True,0.9922748,0.007725179,F,431.0,S,Cabin Category A,0.8831243529276429
0710_01,Mars,False,TRAPPIST-1e,23.0,False,1695.0,0.0,0.0,31.0,349.0,Nute Coflé,0.0,Existing Data,False,0.058431335,0.9415687,E,42.0,P,Cabin Category A,0.8831243529276429
0712_01,Mars,False,TRAPPIST-1e,20.0,False,457.0,0.0,170.0,1132.0,0.0,Pik Apeau,0.0,Existing Data,False,0.045068305,0.9549317,F,150.0,P,Cabin Category A,0.8831243529276429
0712_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Crans Apeau,1.0,Existing Data,True,0.990743,0.009257019,F,150.0,P,Cabin Category A,0.8831243529276429
0713_01,Earth,False,TRAPPIST-1e,26.0,False,1577.0,2.0,0.0,30.0,0.0,Vivia Stantiagord,0.0,Existing Data,False,0.04035684,0.9596432,E,50.0,S,Cabin Category A,0.8831243529276429
0714_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Erie Rilley,1.0,Existing Data,False,0.46943048,0.53056955,G,109.0,P,Cabin Category A,0.8831243529276429
0714_02,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Claine Rilley,0.0,Existing Data,False,0.4647099,0.5352901,G,109.0,P,Cabin Category A,0.8831243529276429
0714_03,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Sony Rilley,1.0,Existing Data,False,0.43495053,0.56504947,G,109.0,P,Cabin Category A,0.8831243529276429
0714_04,Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Charry Rilley,0.0,Existing Data,True,0.5803321,0.4196679,G,109.0,P,Cabin Category A,0.8831243529276429
0714_05,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Jeanny Rilley,0.0,Existing Data,False,0.41433975,0.5856602,G,109.0,P,Cabin Category A,0.8831243529276429
0714_06,Earth,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Man Rilley,1.0,Existing Data,True,0.7260598,0.2739402,G,109.0,P,Cabin Category A,0.8831243529276429
0714_07,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Brene Rilley,1.0,Existing Data,True,0.78894067,0.21105933,G,109.0,P,Cabin Category A,0.8831243529276429
0715_01,Europa,False,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Unconary,1.0,Existing Data,True,0.9912607,0.008739293,F,431.0,S,Cabin Category A,0.8831243529276429
0718_01,Earth,False,TRAPPIST-1e,21.0,False,521.0,0.0,4.0,261.0,1.0,Alendy Mondsey,0.0,Existing Data,False,0.06967277,0.93032724,E,43.0,P,Cabin Category A,0.8831243529276429
0719_01,Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Naros Reate,0.0,Existing Data,False,0.23302227,0.7669777,E,44.0,P,Cabin Category A,0.8831243529276429
0724_01,Earth,False,PSO J318.5-22,24.0,False,0.0,23.0,0.0,184.0,2566.0,Mela Bensley,0.0,Existing Data,False,0.012524181,0.9874758,F,132.0,S,Cabin Category A,0.8831243529276429
0726_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Verly Fitzgerson,0.0,Existing Data,False,0.4413638,0.5586362,G,111.0,P,Cabin Category A,0.8831243529276429
0727_01,Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,1.0,152.0,354.0,Branda Potthews,1.0,Existing Data,False,0.23966283,0.7603372,F,133.0,S,Cabin Category A,0.8831243529276429
0728_01,Earth,False,55 Cancri e,29.0,False,0.0,0.0,2.0,786.0,594.0,Johna Currisones,1.0,Existing Data,False,0.39969036,0.6003096,F,134.0,S,Cabin Category A,0.8831243529276429
0729_01,Earth,False,TRAPPIST-1e,14.0,False,7.0,781.0,0.0,0.0,0.0,Briam Lewinton,1.0,Existing Data,True,0.7509623,0.24903768,E,53.0,S,Cabin Category A,0.8831243529276429
0732_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,714.0,2.0,0.0,0.0,Jilla Bairdford,0.0,Existing Data,True,0.59983486,0.40016514,F,431.0,S,Cabin Category A,0.8831243529276429
0733_01,Earth,False,55 Cancri e,23.0,False,0.0,38.0,88.0,4.0,561.0,Lulah Hamberterry,0.0,Existing Data,False,0.12921219,0.8707878,F,153.0,P,Cabin Category A,0.8831243529276429
0734_01,Earth,False,TRAPPIST-1e,62.0,False,712.0,2.0,322.0,0.0,517.0,Elinda Ewiseston,0.0,Existing Data,False,0.054102626,0.9458974,F,154.0,P,Cabin Category A,0.8831243529276429
0736_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,484.0,188.0,0.0,Lerion Mcbritts,0.0,Existing Data,False,0.23317973,0.76682025,F,156.0,P,Cabin Category A,0.8831243529276429
0737_01,Europa,False,55 Cancri e,65.0,False,0.0,835.0,0.0,38.0,0.0,Charmus Inghtal,0.0,Existing Data,False,0.2653492,0.7346508,C,28.0,S,Cabin Category A,0.8831243529276429
0738_01,Mars,False,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Ran Pread,1.0,Existing Data,True,0.9782387,0.021761298,F,157.0,P,Cabin Category A,0.8831243529276429
0740_01,Europa,False,55 Cancri e,67.0,False,76.0,16.0,0.0,2247.0,1166.0,Dyonevi Sageng,0.0,Existing Data,False,0.011435608,0.9885644,C,24.0,P,Cabin Category A,0.8831243529276429
0740_02,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,1.0,Existing Data,True,0.97573406,0.024265945,C,24.0,P,Cabin Category A,0.8831243529276429
0740_03,Europa,False,TRAPPIST-1e,41.0,False,3594.0,3425.0,0.0,0.0,58.0,Thab Sageng,0.0,Existing Data,False,0.36705524,0.63294476,C,24.0,P,Cabin Category A,0.8831243529276429
0743_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Loree Brighttt,1.0,Existing Data,False,0.41282398,0.587176,G,111.0,S,Cabin Category A,0.8831243529276429
0746_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Milyla Waltonnedy,0.0,Existing Data,False,0.48510867,0.5148913,G,112.0,S,Cabin Category A,0.8831243529276429
0750_01,Earth,False,55 Cancri e,22.0,False,15.0,142.0,0.0,41.0,493.0,Tiney Kramosley,0.0,Existing Data,False,0.1182707,0.8817293,F,140.0,S,Cabin Category A,0.8831243529276429
0753_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Mesarix Ennalve,1.0,Existing Data,True,0.9697215,0.030278504,A,4.0,P,Cabin Category A,0.8831243529276429
0753_02,Europa,False,55 Cancri e,65.0,False,19.0,1344.0,4.0,3190.0,8.0,,0.0,Existing Data,False,0.017916448,0.98208356,A,4.0,P,Cabin Category A,0.8831243529276429
0753_03,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Matan Ennalve,1.0,Existing Data,True,0.9923403,0.0076596737,F,431.0,S,Cabin Category A,0.8831243529276429
0754_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Atikard Fusimodent,1.0,Existing Data,True,0.9939056,0.006094396,D,31.0,P,Cabin Category A,0.8831243529276429
0756_01,Europa,True,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Ashelik Ainserfle,1.0,Existing Data,True,0.9884043,0.011595726,B,27.0,S,Cabin Category A,0.8831243529276429
0756_02,Europa,False,TRAPPIST-1e,34.0,False,47.0,287.0,0.0,4302.0,0.0,Ranon Geraing,0.0,Existing Data,False,0.0035606392,0.99643934,B,27.0,S,Cabin Category A,0.8831243529276429
0756_03,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hadalm Ainserfle,1.0,Existing Data,True,0.98011327,0.019886732,B,27.0,S,Cabin Category A,0.8831243529276429
0757_01,Mars,False,55 Cancri e,67.0,False,1.0,0.0,5.0,1022.0,151.0,Mins Traie,0.0,Existing Data,False,0.1738509,0.8261491,D,33.0,P,Cabin Category A,0.8831243529276429
0761_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,3879.0,0.0,48.0,67.0,Izarki Fliblerolt,1.0,Existing Data,True,0.8884928,0.11150718,C,26.0,P,Cabin Category A,0.8831243529276429
0762_01,Earth,True,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,Elody Hubbarrison,0.0,Existing Data,True,0.5241187,0.47588128,G,114.0,S,Cabin Category A,0.8831243529276429
0764_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Danna Toddleton,0.0,Existing Data,False,0.48002908,0.5199709,G,115.0,S,Cabin Category A,0.8831243529276429
0765_01,Mars,False,PSO J318.5-22,35.0,False,1248.0,0.0,55.0,12.0,0.0,Frus Burle,1.0,Existing Data,False,0.15780479,0.8421952,F,142.0,S,Cabin Category A,0.8831243529276429
0765_02,Mars,False,TRAPPIST-1e,23.0,False,755.0,0.0,121.0,0.0,0.0,Ponts Burle,0.0,Existing Data,False,0.09995355,0.90004647,F,142.0,S,Cabin Category A,0.8831243529276429
0767_01,Earth,False,TRAPPIST-1e,49.0,False,0.0,6.0,679.0,15.0,187.0,Francy Meltonway,0.0,Existing Data,False,0.21006197,0.78993803,G,116.0,S,Cabin Category A,0.8831243529276429
0768_01,Europa,False,55 Cancri e,36.0,False,29.0,12180.0,0.0,93.0,17306.0,Maiam Oilloody,0.0,Existing Data,False,0.17882526,0.82117474,B,32.0,P,Cabin Category A,0.8831243529276429
0768_02,Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Arix Oilloody,1.0,Existing Data,True,0.95284814,0.047151864,B,32.0,P,Cabin Category A,0.8831243529276429
0769_01,Europa,True,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Astrah Reeddommy,1.0,Existing Data,True,0.9884043,0.011595726,B,28.0,S,Cabin Category A,0.8831243529276429
0770_01,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Alendy Mclardson,0.0,Existing Data,True,0.6290813,0.3709187,G,117.0,S,Cabin Category A,0.8831243529276429
0770_02,Earth,False,TRAPPIST-1e,27.0,False,0.0,715.0,0.0,170.0,0.0,Sanney Mclardson,0.0,Existing Data,False,0.36516264,0.6348374,G,117.0,S,Cabin Category A,0.8831243529276429
0770_03,Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Hughy Mclardson,0.0,Existing Data,False,0.44693562,0.55306435,G,117.0,S,Cabin Category A,0.8831243529276429
0770_04,Earth,True,PSO J318.5-22,10.0,False,0.0,0.0,0.0,0.0,0.0,Kimmy Mclardson,0.0,Existing Data,False,0.43169352,0.56830645,G,117.0,S,Cabin Category A,0.8831243529276429
0770_05,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Mclardson,1.0,Existing Data,True,0.75258106,0.24741894,G,117.0,S,Cabin Category A,0.8831243529276429
0770_06,Earth,True,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,,1.0,Existing Data,False,0.36667475,0.6333252,G,117.0,S,Cabin Category A,0.8831243529276429
0771_01,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Troyra Steeletters,0.0,Existing Data,False,0.3385183,0.66148174,G,112.0,P,Cabin Category A,0.8831243529276429
0772_01,Europa,False,55 Cancri e,37.0,False,0.0,16.0,325.0,4476.0,1359.0,Minoton Hednigic,0.0,Existing Data,False,0.0028393676,0.9971606,E,56.0,S,Cabin Category A,0.8831243529276429
0772_02,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Halleth Plegred,1.0,Existing Data,True,0.97685724,0.023142755,E,56.0,S,Cabin Category A,0.8831243529276429
0772_03,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Weia Hednigic,1.0,Existing Data,True,0.59918344,0.40081656,E,56.0,S,Cabin Category A,0.8831243529276429
0772_04,Europa,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Hednigic,1.0,Existing Data,True,0.9451461,0.054853916,E,56.0,S,Cabin Category A,0.8831243529276429
0773_01,Earth,False,TRAPPIST-1e,30.0,False,558.0,4.0,0.0,175.0,0.0,Gwendy Beston,0.0,Existing Data,False,0.06328743,0.93671256,F,143.0,S,Cabin Category A,0.8831243529276429
0776_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,2.0,1399.0,0.0,18.0,Breney Roycentes,1.0,Existing Data,True,0.8086743,0.19132572,F,161.0,P,Cabin Category A,0.8831243529276429
0777_01,Europa,False,TRAPPIST-1e,30.0,False,0.0,3004.0,0.0,1018.0,0.0,Wasalm Plattering,0.0,Existing Data,False,0.37012714,0.62987286,A,5.0,P,Cabin Category A,0.8831243529276429
0779_01,Earth,False,TRAPPIST-1e,21.0,False,562.0,2.0,0.0,0.0,11.0,Holey Rodger,0.0,Existing Data,False,0.12417429,0.8758257,F,162.0,P,Cabin Category A,0.8831243529276429
0781_01,Earth,False,PSO J318.5-22,21.0,False,14.0,33.0,0.0,3.0,467.0,Diandy Valexandez,0.0,Existing Data,False,0.08603214,0.91396785,G,118.0,S,Cabin Category A,0.8831243529276429
0782_01,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Clus Walé,1.0,Existing Data,True,0.9835021,0.01649791,F,163.0,P,Cabin Category A,0.8831243529276429
0784_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Grafirk Aiming,1.0,Existing Data,True,0.99264765,0.007352352,C,33.0,S,Cabin Category A,0.8831243529276429
0785_01,Earth,False,TRAPPIST-1e,32.0,False,713.0,0.0,2.0,0.0,1.0,Francy Hughriend,0.0,Existing Data,False,0.05973178,0.9402682,F,165.0,P,Cabin Category A,0.8831243529276429
0786_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Hartz,1.0,Existing Data,True,0.5235791,0.47642088,G,113.0,P,Cabin Category A,0.8831243529276429
0787_01,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Ritany Quinnerry,0.0,Existing Data,False,0.19317596,0.806824,G,114.0,P,Cabin Category A,0.8831243529276429
0788_01,Earth,False,55 Cancri e,16.0,False,797.0,0.0,0.0,0.0,0.0,,0.0,Existing Data,False,0.10133452,0.8986655,F,166.0,P,Cabin Category A,0.8831243529276429
0789_01,Europa,False,TRAPPIST-1e,31.0,True,0.0,166.0,4.0,2177.0,342.0,Mesath Imprank,0.0,Existing Data,False,0.02385875,0.9761413,A,8.0,S,Cabin Category A,0.8831243529276429
0789_02,Europa,False,TRAPPIST-1e,30.0,False,0.0,142.0,870.0,89.0,3497.0,Auvan Frolestty,0.0,Existing Data,False,0.0135242585,0.98647577,A,8.0,S,Cabin Category A,0.8831243529276429
0789_03,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,1.0,Existing Data,True,0.94165224,0.05834776,A,8.0,S,Cabin Category A,0.8831243529276429
0790_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Pottmanley,1.0,Existing Data,True,0.5883323,0.4116677,G,119.0,S,Cabin Category A,0.8831243529276429
